student,overall_placement_scale_score,scale_score,no_number_and_operations,alg_algebra_and_algebraic_thinking,ms_measurement_and_data,geo_geometry,typical_growth,stretch_growth,diagnostic_date,attendance_rate,tardies_ytd,behavior_incidents_ytd,positive_behavior_points,engagement_rating_1_5,at_risk_behavior_flag
"ROBERTS, Leo",Mid K (360),360,Late K,Emerging Grade 1,Late K,Emerging Grade 1,43,55,01/25/26,86.7,10,2,9,1,No
"RAMIREZ, Isaiah",Mid Grade 1 (441),441,Mid Grade 1,Early Grade 1,Grade 2,Late Grade 1,37,57,03/21/26,92.5,12,1,35,5,No
"FLORES, Kinsley",Grade 5 (554),554,Grade 3,Grade 6,Grade 4,Grade 3,25,33,02/07/26,87.8,9,0,27,4,No
"GREEN, Ezra",Emerging Grade 1 (418),418,Early Grade 1,Early Grade 1,Mid K,Emerging Grade 1,23,41,03/24/26,95.0,7,1,39,5,No
"VASQUEZ, Josiah",Early K (354),354,Early K,Mid K,Mid K,Late K,34,45,03/24/26,88.1,4,0,33,4,No
"MARTINEZ, Dylan",Mid K (361),361,Early K,Late K,Emerging K,Emerging K,29,40,02/23/26,92.6,12,0,39,4,No
"RAMIREZ, Alexander",Late K (398),398,Mid K,Late K,Early K,Mid K,28,42,04/19/26,90.0,7,2,16,4,No
"ROBERTS, Isabella",Early K (334),334,Mid K,Early K,Mid K,Emerging K,24,41,03/19/26,89.8,6,0,47,5,No
"ROBINSON, Kennedy",Early K (321),321,Early K,Early K,Emerging K,Early K,24,34,04/28/26,90.4,10,5,8,4,Yes
"LEE, Gabriel",Late Grade 1 (471),471,Late Grade 1,Grade 3,Early Grade 1,Mid Grade 1,37,54,04/25/26,90.2,10,0,33,3,No
"PHILLIPS, Lucas",Grade 3 (506),506,Grade 3,Grade 2,Grade 4,Grade 5,34,54,06/26/26,94.0,9,2,41,3,No
"DAVIS, Emma",Grade 3 (512),512,Grade 4,Grade 2,Grade 5,Grade 5,26,43,03/06/26,100.0,3,0,23,4,No
"ROBERTS, Aiden",Mid K (359),359,Mid K,Mid K,Emerging Grade 1,Emerging K,39,52,01/21/26,89.3,13,0,44,4,No
"SANCHEZ, Lily",Grade 7 (581),581,Grade 8,Grade 8,Grade 8,Grade 6,35,43,01/12/26,100.0,7,0,47,3,No
"FLORES, Benjamin",Late K (384),384,Early K,Emerging Grade 1,Early K,Late K,23,36,02/21/26,90.0,9,3,20,5,Yes
"ROBERTS, Ella",Late Grade 1 (472),472,Grade 3,Early Grade 1,Grade 2,Grade 2,41,47,01/07/26,94.4,5,2,5,3,No
"CONTRERAS, Olivia",Mid Grade 1 (457),457,Late Grade 1,Early Grade 1,Emerging Grade 1,Mid Grade 1,28,44,01/11/26,86.6,9,0,29,2,No
"JIMENEZ, Mia",Grade 2 (486),486,Grade 2,Grade 4,Mid Grade 1,Late Grade 1,45,50,02/21/26,92.5,8,1,15,3,No
"MORENO, Samantha",Grade 2 (485),485,Grade 2,Mid Grade 1,Grade 3,Grade 2,25,38,02/19/26,92.5,9,0,12,3,No
"AGUILAR, Aubrey",Late Grade 1 (469),469,Early Grade 1,Grade 2,Late Grade 1,Grade 3,31,47,06/17/26,88.8,9,2,2,5,No
"TAYLOR, Andrew",Early K (334),334,Late K,Mid K,Mid K,Early K,30,43,01/17/26,89.5,8,1,2,5,No
"JIMENEZ, Jaxon",Emerging Grade 1 (415),415,Mid Grade 1,Emerging Grade 1,Emerging Grade 1,Mid Grade 1,32,38,03/23/26,93.2,11,3,10,3,Yes
"BROWN, Carter",Mid Grade 1 (444),444,Early Grade 1,Mid Grade 1,Mid Grade 1,Early Grade 1,34,44,01/15/26,93.4,5,1,27,4,No
"MENDOZA, Dylan",Mid K (367),367,Emerging Grade 1,Mid K,Late K,Late K,29,35,02/25/26,96.1,7,0,27,4,No
"MOORE, Everly",Mid Grade 1 (446),446,Grade 2,Early Grade 1,Mid Grade 1,Grade 2,42,53,05/25/26,95.0,12,2,3,5,No
"GUTIERREZ, Zoey",Grade 3 (515),515,Grade 4,Grade 2,Grade 4,Late Grade 1,41,50,02/06/26,93.6,8,0,13,3,No
"MENDOZA, Nathan",Early K (344),344,Emerging K,Late K,Early K,Mid K,23,43,05/22/26,87.6,11,1,24,5,No
"MENDOZA, Ryan",Grade 2 (484),484,Grade 3,Late Grade 1,Grade 2,Late Grade 1,32,47,03/27/26,90.6,2,0,34,2,No
"ROJAS, Emma",Grade 4 (526),526,Grade 3,Grade 4,Grade 4,Grade 4,36,41,05/20/26,94.7,0,1,8,4,No
"MUNOZ, Olivia",Mid K (358),358,Mid K,Late K,Early K,Late K,24,38,03/13/26,88.2,7,0,26,3,No
"SCOTT, Isaac",Grade 3 (515),515,Late Grade 1,Grade 3,Late Grade 1,Grade 4,45,50,02/11/26,96.5,10,1,0,4,No
"MOORE, Kennedy",Late K (382),382,Late K,Emerging Grade 1,Late K,Early K,39,58,05/12/26,91.3,5,3,23,2,Yes
"LEE, Jackson",Early Grade 1 (433),433,Late K,Emerging Grade 1,Late K,Early Grade 1,42,55,02/17/26,93.5,4,1,3,4,No
"MORALES, Olivia",Grade 4 (535),535,Grade 4,Grade 2,Grade 6,Grade 4,28,46,03/22/26,93.0,12,0,11,3,No
"RODRIGUEZ, Violet",Emerging Grade 1 (410),410,Mid K,Mid Grade 1,Mid K,Emerging Grade 1,43,49,05/24/26,89.5,10,1,8,4,No
"ALLEN, Genesis",Emerging Grade 1 (409),409,Emerging Grade 1,Early Grade 1,Mid Grade 1,Late K,43,62,01/03/26,90.6,10,1,46,4,No
"ANDERSON, Elijah",Early Grade 1 (423),423,Early Grade 1,Early Grade 1,Mid Grade 1,Mid Grade 1,20,30,06/09/26,90.7,4,0,27,5,No
"CAMPBELL, Sebastian",Mid K (365),365,Emerging Grade 1,Emerging Grade 1,Emerging Grade 1,Early K,42,48,03/19/26,84.8,11,1,47,4,Yes
"CONTRERAS, Scarlett",Emerging Grade 1 (402),402,Mid Grade 1,Early Grade 1,Late K,Emerging Grade 1,28,33,04/07/26,94.1,9,0,17,4,No
"SMITH, Genesis",Emerging K (157),157,Emerging K,Mid K,Early K,Emerging K,22,36,06/23/26,86.0,8,1,38,3,No
"ROBINSON, Hazel",Grade 5 (541),541,Grade 5,Grade 5,Grade 5,Grade 5,34,43,04/28/26,95.1,4,1,43,3,No
"LOPEZ, Ellie",Late Grade 1 (479),479,Early Grade 1,Grade 2,Grade 3,Late Grade 1,22,33,06/17/26,91.1,10,0,43,4,No
"TURNER, Abigail",Early Grade 1 (440),440,Early Grade 1,Late Grade 1,Mid Grade 1,Mid Grade 1,44,49,03/18/26,91.3,0,0,34,2,No
"MORALES, Caroline",Emerging K (155),155,Emerging K,Emerging K,Mid K,Early K,25,35,06/13/26,85.9,10,0,38,3,No
"DAVIS, Maverick",Mid Grade 1 (451),451,Grade 2,Grade 2,Grade 2,Late Grade 1,27,44,04/25/26,86.7,9,1,11,3,No
"BAKER, Aiden",Grade 3 (515),515,Grade 2,Late Grade 1,Grade 4,Grade 5,40,58,04/14/26,94.3,8,0,39,4,No
"CARTER, Lucas",Early Grade 1 (434),434,Late K,Early Grade 1,Late Grade 1,Emerging Grade 1,25,45,06/03/26,92.2,8,1,50,4,No
"RAMOS, Sebastian",Emerging Grade 1 (408),408,Late K,Early Grade 1,Late K,Emerging Grade 1,24,38,01/01/26,91.9,12,0,38,3,No
"CASTILLO, Samuel",Grade 7 (597),597,Grade 5,Grade 7,Grade 6,Grade 6,34,41,01/24/26,100.0,6,2,30,5,No
"MARTIN, Isabella",Grade 6 (578),578,Grade 4,Grade 8,Grade 8,Grade 4,34,54,06/02/26,95.0,9,1,49,1,No
"WRIGHT, Ellie",Mid Grade 1 (455),455,Late Grade 1,Emerging Grade 1,Emerging Grade 1,Early Grade 1,28,36,06/06/26,89.3,11,0,15,5,No
"WILLIAMS, Elijah",Mid Grade 1 (443),443,Late Grade 1,Late Grade 1,Early Grade 1,Mid Grade 1,30,44,06/15/26,90.6,11,0,17,4,No
"ORTIZ, Aaliyah",Early K (339),339,Emerging K,Early K,Mid K,Mid K,42,56,03/23/26,91.5,14,1,28,4,No
"CRUZ, Abigail",Early K (339),339,Late K,Mid K,Early K,Emerging K,26,40,02/19/26,92.0,10,1,33,3,No
"VASQUEZ, Nova",Grade 7 (585),585,Grade 7,Grade 7,Grade 8,Grade 8,40,50,05/16/26,99.3,11,0,4,3,No
"ALVAREZ, Zoey",Mid K (364),364,Emerging Grade 1,Emerging K,Early K,Mid K,35,54,05/21/26,94.6,7,3,50,5,Yes
"ROMERO, Victoria",Late K (382),382,Emerging Grade 1,Early K,Late K,Early Grade 1,22,35,05/18/26,92.5,6,0,3,4,No
"MENDOZA, Jaxon",Mid K (379),379,Early K,Early K,Early K,Late K,25,31,05/09/26,88.6,9,0,4,5,No
"SCOTT, Benjamin",Mid K (362),362,Early K,Early K,Emerging Grade 1,Emerging Grade 1,35,54,01/18/26,90.5,9,2,4,3,No
"WHITE, James",Emerging K (150),150,Emerging K,Mid K,Mid K,Emerging K,39,59,03/19/26,91.8,11,3,46,5,Yes
"MORENO, Elena",Mid Grade 1 (460),460,Late Grade 1,Emerging Grade 1,Mid Grade 1,Late Grade 1,39,52,04/21/26,93.8,11,1,41,3,No
"MENDOZA, Asher",Late K (398),398,Early Grade 1,Late K,Emerging Grade 1,Early K,44,54,04/01/26,87.0,17,1,10,3,No
"THOMPSON, Aaliyah",Late Grade 1 (464),464,Grade 2,Late Grade 1,Grade 3,Mid Grade 1,26,34,02/07/26,91.9,10,2,30,2,No
"EVANS, John",Early K (330),330,Mid K,Early K,Early K,Late K,45,55,02/20/26,87.8,8,1,30,4,No
"VARGAS, Violet",Mid K (364),364,Late K,Mid K,Mid K,Early K,29,44,06/12/26,91.0,8,0,36,3,No
"GARCIA, Violet",Grade 2 (493),493,Mid Grade 1,Grade 3,Grade 2,Late Grade 1,34,47,01/27/26,92.8,5,1,18,5,No
"JOHNSON, Emma",Emerging Grade 1 (413),413,Emerging Grade 1,Mid Grade 1,Mid Grade 1,Late K,45,56,05/17/26,88.8,10,0,10,3,No
"ROBERTS, Brooklyn",Emerging Grade 1 (402),402,Early Grade 1,Early Grade 1,Late K,Emerging Grade 1,39,56,01/04/26,93.6,10,1,28,5,No
"ROBINSON, James",Early K (325),325,Mid K,Late K,Early K,Early K,38,52,05/07/26,86.2,9,0,34,4,No
"HILL, Aria",Early Grade 1 (430),430,Late K,Emerging Grade 1,Late K,Early Grade 1,31,50,06/07/26,93.0,12,1,21,3,No
"AGUILAR, Ryan",Mid K (379),379,Emerging K,Early K,Emerging K,Late K,33,50,04/26/26,93.3,11,3,32,3,Yes
"THOMPSON, Josiah",Grade 8 (617),617,Grade 7,Grade 8,Grade 7,Grade 7,38,53,06/03/26,96.6,1,4,49,2,Yes
"WRIGHT, Alexander",Grade 3 (503),503,Grade 5,Grade 4,Grade 5,Grade 2,44,51,06/14/26,95.4,4,2,47,2,No
"TORRES, Carter",Early K (342),342,Late K,Late K,Emerging K,Late K,38,52,01/20/26,89.5,10,0,27,2,No
"MITCHELL, Owen",Late Grade 1 (471),471,Grade 3,Grade 2,Mid Grade 1,Grade 3,31,40,02/25/26,94.3,10,0,34,4,No
"CRUZ, Olivia",Early Grade 1 (423),423,Early Grade 1,Early Grade 1,Emerging Grade 1,Emerging Grade 1,26,40,02/14/26,93.8,8,4,49,3,Yes
"WHITE, Evelyn",Early K (345),345,Emerging K,Late K,Early K,Late K,21,40,04/13/26,90.8,15,1,7,2,No
"KING, Jackson",Grade 5 (557),557,Grade 3,Grade 4,Grade 4,Grade 3,35,51,06/11/26,93.4,7,0,32,3,No
"WRIGHT, Henry",Emerging K (216),216,Emerging K,Emerging K,Early K,Early K,32,40,03/12/26,94.0,9,1,41,3,No
"FLORES, Maya",Mid Grade 1 (453),453,Late Grade 1,Emerging Grade 1,Mid Grade 1,Mid Grade 1,21,30,02/06/26,90.8,8,0,44,4,No
"SANCHEZ, Noah",Mid Grade 1 (447),447,Mid Grade 1,Mid Grade 1,Grade 2,Late Grade 1,25,43,02/06/26,99.4,5,2,42,3,No
"RAMOS, James",Emerging K (152),152,Early K,Early K,Mid K,Early K,28,43,01/26/26,89.3,11,1,47,5,No
"GONZALEZ, Jayden",Early Grade 1 (440),440,Late Grade 1,Emerging Grade 1,Emerging Grade 1,Late K,20,36,02/03/26,90.6,9,5,29,5,Yes
"WHITE, Asher",Early K (321),321,Mid K,Late K,Late K,Mid K,24,39,06/18/26,86.5,13,2,30,4,No
"ROMERO, Everly",Early K (353),353,Early K,Early K,Early K,Emerging K,43,51,06/13/26,88.4,14,0,16,3,No
"LEWIS, Carter",Late Grade 1 (477),477,Grade 3,Grade 3,Late Grade 1,Mid Grade 1,30,48,03/22/26,95.8,12,3,47,5,Yes
"PEREZ, Hazel",Grade 2 (486),486,Mid Grade 1,Late Grade 1,Mid Grade 1,Late Grade 1,25,42,03/01/26,90.3,6,0,40,5,No
"MUNOZ, Savannah",Emerging Grade 1 (409),409,Mid Grade 1,Early Grade 1,Mid K,Emerging Grade 1,40,55,03/06/26,90.8,14,1,35,4,No
"BROWN, Elijah",Grade 2 (489),489,Mid Grade 1,Grade 2,Grade 3,Mid Grade 1,37,46,01/08/26,99.0,7,0,45,3,No
"HERRERA, Julian",Emerging Grade 1 (418),418,Mid K,Mid Grade 1,Late K,Early Grade 1,36,47,02/27/26,88.8,4,0,47,3,No
"CHAVEZ, Thomas",Early Grade 1 (437),437,Late Grade 1,Late K,Late Grade 1,Early Grade 1,37,49,06/17/26,92.5,10,2,40,4,No
"CHAVEZ, Christian",Early Grade 1 (440),440,Mid Grade 1,Emerging Grade 1,Early Grade 1,Late K,32,46,04/17/26,97.9,7,1,8,4,No
"GARCIA, John",Emerging K (281),281,Mid K,Mid K,Early K,Emerging K,43,50,01/25/26,87.2,11,2,48,5,No
"THOMAS, Riley",Grade 2 (494),494,Grade 3,Grade 4,Late Grade 1,Late Grade 1,31,38,02/09/26,95.3,10,1,37,5,No
"ALVAREZ, Abigail",Emerging Grade 1 (409),409,Emerging Grade 1,Mid K,Mid K,Mid Grade 1,29,37,06/20/26,86.7,10,0,7,4,No
"CLARK, Joshua",Early K (342),342,Mid K,Emerging K,Late K,Mid K,23,42,04/19/26,91.5,14,3,31,4,Yes
"SCOTT, Owen",Emerging K (287),287,Mid K,Mid K,Early K,Emerging K,41,61,06/14/26,84.8,13,3,17,5,Yes
"CONTRERAS, Kinsley",Grade 4 (537),537,Grade 4,Grade 5,Grade 4,Grade 4,22,27,01/23/26,95.4,4,0,37,3,No
"DIAZ, Joseph",Grade 8 (616),616,Grade 8,Grade 8,Grade 8,Grade 7,39,56,01/20/26,100.0,9,1,6,4,No
"GUERRERO, Harper",Late K (400),400,Emerging Grade 1,Emerging Grade 1,Early K,Late K,40,59,04/19/26,90.9,9,0,40,4,No
"HERNANDEZ, Aurora",Early K (332),332,Emerging K,Mid K,Emerging K,Mid K,33,38,06/15/26,90.5,8,2,22,3,No
"CONTRERAS, Riley",Emerging Grade 1 (402),402,Emerging Grade 1,Early Grade 1,Emerging Grade 1,Late K,26,41,06/13/26,91.1,4,0,31,5,No
"MILLER, Carter",Mid Grade 1 (448),448,Mid Grade 1,Mid Grade 1,Emerging Grade 1,Emerging Grade 1,40,57,03/20/26,90.3,8,0,16,5,No
"JONES, Leo",Late K (395),395,Late K,Mid K,Mid K,Late K,20,28,02/19/26,89.1,13,1,18,4,No
"CASTILLO, Asher",Late K (383),383,Mid K,Early K,Early K,Early Grade 1,41,58,03/05/26,89.6,6,0,24,2,No
"DELGADO, Adrian",Mid Grade 1 (443),443,Mid Grade 1,Early Grade 1,Late Grade 1,Emerging Grade 1,27,36,06/09/26,94.3,9,2,14,3,No
"WHITE, Owen",Mid Grade 1 (447),447,Early Grade 1,Emerging Grade 1,Mid Grade 1,Early Grade 1,20,40,04/14/26,82.1,4,0,11,5,Yes
"MOORE, Andrew",Mid Grade 1 (453),453,Mid Grade 1,Mid Grade 1,Mid Grade 1,Late Grade 1,31,47,02/11/26,91.0,8,2,20,5,No
"MENDOZA, Maya",Grade 2 (499),499,Late Grade 1,Mid Grade 1,Grade 4,Grade 3,37,52,01/26/26,94.4,5,0,44,4,No
"ROJAS, Christopher",Emerging Grade 1 (419),419,Mid K,Early Grade 1,Mid Grade 1,Early Grade 1,35,53,01/06/26,94.2,9,1,22,4,No
"GUTIERREZ, Ryan",Emerging K (190),190,Emerging K,Mid K,Early K,Mid K,28,33,06/20/26,83.9,11,4,25,3,Yes
"HERRERA, Savannah",Early Grade 1 (430),430,Early Grade 1,Emerging Grade 1,Late Grade 1,Late Grade 1,33,42,05/22/26,86.5,5,5,3,4,Yes
"ROBERTS, Nora",Early K (325),325,Emerging K,Late K,Early K,Early K,27,37,02/01/26,87.1,7,0,5,2,No
"CAMPBELL, Ellie",Late Grade 1 (473),473,Grade 2,Grade 2,Grade 2,Mid Grade 1,30,40,01/10/26,89.9,12,3,31,2,Yes
"MOORE, Aria",Early K (343),343,Emerging K,Mid K,Late K,Emerging K,36,49,01/20/26,92.8,12,2,6,3,No
"MARTINEZ, Skylar",Emerging K (198),198,Early K,Emerging K,Mid K,Mid K,31,38,02/07/26,86.3,8,1,22,2,No
"CHAVEZ, Samantha",Mid Grade 1 (459),459,Early Grade 1,Late Grade 1,Early Grade 1,Grade 2,24,43,01/20/26,95.8,9,4,7,5,Yes
"DELGADO, Zoey",Emerging K (274),274,Emerging K,Mid K,Mid K,Emerging K,23,43,02/20/26,90.9,14,0,29,5,No
"TAYLOR, Christopher",Grade 2 (484),484,Grade 4,Mid Grade 1,Grade 2,Late Grade 1,31,40,02/27/26,88.1,8,0,3,5,No
"SCOTT, Elijah",Emerging K (267),267,Early K,Mid K,Mid K,Mid K,42,59,05/21/26,89.4,13,1,12,3,No
"LEE, Ezra",Late K (393),393,Early K,Emerging Grade 1,Early K,Emerging Grade 1,23,38,05/16/26,88.4,8,5,49,3,Yes
"SANCHEZ, Samantha",Early Grade 1 (422),422,Emerging Grade 1,Late K,Early Grade 1,Late Grade 1,43,53,06/11/26,91.3,5,0,19,3,No
"BAKER, Nora",Emerging K (311),311,Mid K,Early K,Mid K,Mid K,36,46,05/12/26,88.2,10,0,29,5,No
"SMITH, Owen",Emerging K (152),152,Early K,Emerging K,Mid K,Mid K,39,44,01/13/26,89.9,15,4,0,5,Yes
"WILLIAMS, Charles",Grade 7 (593),593,Grade 6,Grade 7,Grade 8,Grade 5,24,33,05/08/26,94.7,4,3,43,4,Yes
"HERRERA, Ezra",Early K (338),338,Late K,Emerging K,Late K,Late K,32,45,02/27/26,89.6,8,0,44,3,No
"ROJAS, Benjamin",Emerging K (129),129,Emerging K,Emerging K,Early K,Emerging K,25,40,02/24/26,88.4,15,4,25,3,Yes
"ESTRADA, Wyatt",Grade 3 (509),509,Late Grade 1,Late Grade 1,Grade 4,Grade 2,22,42,02/05/26,93.2,7,0,7,3,No
"RAMIREZ, Lucas",Mid K (375),375,Mid K,Late K,Early K,Late K,39,45,06/17/26,90.0,8,0,20,1,No
"MEDINA, Layla",Grade 5 (552),552,Grade 6,Grade 4,Grade 3,Grade 6,32,41,03/17/26,97.0,7,0,42,4,No
"WHITE, Emma",Emerging K (162),162,Mid K,Mid K,Early K,Mid K,25,34,05/11/26,92.9,12,0,34,1,No
"VASQUEZ, Nathan",Late Grade 1 (471),471,Late Grade 1,Early Grade 1,Mid Grade 1,Early Grade 1,41,53,01/13/26,93.8,8,0,36,2,No
"ADAMS, Josiah",Emerging K (266),266,Early K,Mid K,Mid K,Early K,29,46,04/24/26,88.9,14,0,40,4,No
"CLARK, Abigail",Early Grade 1 (432),432,Emerging Grade 1,Emerging Grade 1,Early Grade 1,Emerging Grade 1,32,45,02/12/26,91.4,5,0,2,4,No
"ADAMS, Ryan",Grade 3 (513),513,Grade 2,Grade 3,Grade 2,Grade 4,33,51,04/24/26,86.9,9,0,21,3,No
"ORTIZ, Ellie",Late Grade 1 (467),467,Mid Grade 1,Mid Grade 1,Mid Grade 1,Grade 3,26,42,04/18/26,96.3,4,0,19,3,No
"ROBINSON, Logan",Emerging K (266),266,Early K,Early K,Mid K,Early K,21,32,02/11/26,86.9,10,0,33,3,No
"HERNANDEZ, Gabriel",Late Grade 1 (473),473,Grade 3,Mid Grade 1,Late Grade 1,Grade 3,44,53,06/13/26,88.0,5,0,20,4,No
"CRUZ, Adrian",Grade 2 (496),496,Grade 2,Grade 4,Grade 4,Grade 4,43,49,06/04/26,93.7,6,0,3,3,No
"ROMERO, Nora",Grade 2 (487),487,Grade 2,Mid Grade 1,Grade 2,Grade 4,30,49,04/11/26,92.7,5,0,35,2,No
"MORALES, Violet",Early Grade 1 (440),440,Mid Grade 1,Emerging Grade 1,Late Grade 1,Late Grade 1,40,60,06/09/26,89.2,3,5,42,5,Yes
"GOMEZ, Gabriel",Grade 2 (485),485,Grade 3,Grade 3,Grade 3,Grade 3,25,30,05/23/26,96.2,7,0,36,3,No
"YOUNG, Liam",Grade 6 (579),579,Grade 6,Grade 6,Grade 4,Grade 6,22,32,02/20/26,94.9,9,0,50,5,No
"JOHNSON, Grace",Mid K (358),358,Mid K,Emerging Grade 1,Late K,Emerging K,39,57,02/12/26,91.0,8,0,33,5,No
"YOUNG, Emma",Mid K (361),361,Emerging K,Early K,Mid K,Mid K,34,52,03/02/26,88.4,19,1,42,2,No
"LOPEZ, Christopher",Early K (321),321,Emerging K,Mid K,Late K,Early K,35,52,04/02/26,88.4,8,0,23,5,No
"JACKSON, Theodore",Late Grade 1 (465),465,Late Grade 1,Late Grade 1,Grade 3,Mid Grade 1,35,49,03/03/26,98.6,4,0,42,5,No
"REYES, Claire",Emerging K (132),132,Emerging K,Emerging K,Emerging K,Emerging K,31,38,02/19/26,90.3,6,3,0,4,Yes
"BROWN, Adrian",Grade 4 (540),540,Grade 2,Grade 3,Grade 6,Grade 5,40,55,06/04/26,93.8,6,0,47,5,No
"RIVERA, Scarlett",Late Grade 1 (463),463,Early Grade 1,Grade 2,Mid Grade 1,Mid Grade 1,21,28,04/11/26,91.4,6,2,45,5,No
"JIMENEZ, Caroline",Emerging Grade 1 (419),419,Mid K,Early Grade 1,Late K,Mid Grade 1,20,27,02/07/26,90.5,15,1,12,4,No
"TORRES, Maya",Early K (341),341,Early K,Early K,Late K,Mid K,39,57,05/21/26,88.5,13,2,47,3,No
"RAMOS, Wyatt",Emerging K (116),116,Early K,Early K,Mid K,Emerging K,39,57,01/22/26,89.0,6,0,47,4,No
"ROBERTS, David",Grade 2 (492),492,Grade 4,Mid Grade 1,Grade 4,Grade 2,43,58,04/12/26,93.2,4,0,48,4,No
"MORENO, Lucy",Mid K (361),361,Emerging K,Mid K,Late K,Late K,34,49,04/15/26,92.1,7,0,47,4,No
"HERNANDEZ, Violet",Grade 4 (531),531,Grade 5,Grade 3,Grade 5,Grade 4,20,38,06/06/26,98.8,12,0,1,3,No
"VARGAS, Abigail",Late K (381),381,Emerging Grade 1,Emerging Grade 1,Mid K,Late K,37,50,02/07/26,85.6,10,1,10,4,No
"SANCHEZ, Kennedy",Late K (384),384,Early K,Late K,Emerging Grade 1,Early Grade 1,29,38,02/17/26,95.5,8,0,0,5,No
"RAMOS, Ezra",Late K (390),390,Early Grade 1,Emerging Grade 1,Early Grade 1,Early K,39,48,05/10/26,88.8,12,2,8,3,No
"RAMIREZ, Dylan",Emerging K (194),194,Early K,Emerging K,Emerging K,Early K,42,54,03/21/26,95.5,7,2,35,3,No
"MORENO, Carter",Grade 4 (531),531,Grade 6,Grade 3,Grade 6,Grade 6,27,39,04/19/26,94.0,7,0,6,3,No
"TURNER, Logan",Mid K (372),372,Late K,Late K,Emerging Grade 1,Mid K,22,41,04/25/26,91.6,15,2,23,5,No
"ROBINSON, Ava",Mid K (376),376,Emerging K,Mid K,Mid K,Emerging Grade 1,35,44,03/11/26,87.2,10,3,12,5,Yes
"MORENO, Hudson",Grade 6 (580),580,Grade 8,Grade 4,Grade 6,Grade 4,43,54,05/26/26,93.5,6,0,44,5,No
"ALVAREZ, Aria",Early K (322),322,Emerging K,Late K,Emerging K,Mid K,34,43,04/21/26,87.9,11,1,20,2,No
"CLARK, Lily",Mid K (378),378,Emerging Grade 1,Late K,Mid K,Early K,38,47,03/01/26,94.1,14,1,23,2,No
"ANDERSON, Nathan",Early Grade 1 (434),434,Early Grade 1,Mid Grade 1,Emerging Grade 1,Early Grade 1,39,45,06/10/26,89.3,13,0,32,2,No
"ORTIZ, Ethan",Early K (354),354,Early K,Early K,Emerging K,Mid K,31,46,01/14/26,88.6,11,0,3,4,No
"THOMAS, Hudson",Late Grade 1 (478),478,Early Grade 1,Mid Grade 1,Grade 2,Mid Grade 1,23,36,02/08/26,97.1,9,0,41,5,No
"WALKER, Owen",Emerging K (156),156,Emerging K,Emerging K,Emerging K,Mid K,30,45,04/25/26,86.6,8,1,18,4,No
"MARTIN, Kennedy",Early Grade 1 (422),422,Emerging Grade 1,Late Grade 1,Late K,Emerging Grade 1,27,47,01/12/26,90.4,5,0,10,3,No
"BAKER, Abigail",Emerging K (260),260,Mid K,Mid K,Early K,Early K,37,53,05/13/26,89.7,12,1,21,3,No
"THOMAS, Aria",Early K (339),339,Late K,Emerging K,Late K,Late K,26,36,01/02/26,88.1,11,4,13,3,Yes
"NUNEZ, Josiah",Grade 3 (507),507,Grade 5,Grade 3,Grade 3,Grade 4,21,33,05/27/26,93.9,11,0,13,5,No
"ALVAREZ, Carter",Emerging Grade 1 (413),413,Emerging Grade 1,Early Grade 1,Early Grade 1,Mid Grade 1,44,54,04/16/26,88.7,8,5,15,2,Yes
"GARCIA, Amelia",Grade 3 (520),520,Late Grade 1,Late Grade 1,Grade 3,Late Grade 1,29,48,04/24/26,92.4,6,0,13,4,No
"CONTRERAS, Isabella",Late K (381),381,Late K,Early K,Early K,Late K,24,37,04/26/26,91.7,9,1,43,5,No
"CASTILLO, Dylan",Emerging K (122),122,Mid K,Emerging K,Early K,Mid K,42,55,03/01/26,87.6,7,2,9,3,No
"ANDERSON, Isaac",Emerging K (227),227,Early K,Early K,Early K,Emerging K,20,26,06/03/26,94.5,9,2,46,4,No
"HERNANDEZ, Joseph",Late Grade 1 (467),467,Mid Grade 1,Grade 2,Early Grade 1,Early Grade 1,38,56,05/23/26,90.6,8,3,3,3,Yes
"ADAMS, Dylan",Early K (344),344,Early K,Mid K,Mid K,Late K,25,42,03/15/26,94.3,10,0,43,4,No
"ADAMS, Bella",Late K (394),394,Early K,Early Grade 1,Late K,Mid K,30,46,06/15/26,86.8,11,2,2,3,No
"GUTIERREZ, Ezra",Mid Grade 1 (458),458,Early Grade 1,Grade 2,Early Grade 1,Early Grade 1,42,59,01/27/26,90.9,9,1,2,4,No
"GARCIA, Everly",Mid K (373),373,Early K,Early K,Mid K,Late K,23,38,06/27/26,90.9,6,0,42,5,No
"JACKSON, Julian",Late Grade 1 (464),464,Mid Grade 1,Grade 2,Mid Grade 1,Mid Grade 1,42,47,05/26/26,94.1,9,0,19,3,No
"NUNEZ, Ellie",Grade 3 (518),518,Late Grade 1,Grade 2,Late Grade 1,Late Grade 1,20,34,01/07/26,96.0,12,0,16,4,No
"LEE, Harper",Grade 6 (573),573,Grade 4,Grade 8,Grade 6,Grade 6,32,48,02/10/26,92.2,8,0,39,4,No
"YOUNG, Caleb",Grade 7 (596),596,Grade 7,Grade 7,Grade 5,Grade 7,42,62,04/25/26,95.1,5,1,39,5,No
"YOUNG, Samantha",Grade 8 (613),613,Grade 6,Grade 7,Grade 6,Grade 7,28,35,01/08/26,96.2,0,3,29,3,Yes
